,highway,direction,segment_index,accidents,ps,lcv,hv,mc,angle,startwidth,endwidth,startlanes,endlanes,geom
123,D1_1,-,123,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.566653327386947 50.004588530990574,14.566773673124443 50.00454300291849)"
124,D1_1,-,124,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.566773673124443 50.00454300291849,14.566894018635118 50.00449747472065)"
125,D1_1,-,125,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.566894018635118 50.00449747472065,14.567014363918968 50.004451946397026)"
126,D1_1,-,126,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.567014363918968 50.004451946397026,14.567134708976 50.00440641794763)"
127,D1_1,-,127,0,35547,4599,6925,178,1.8474098874544949,11.0,11.0,3,3,"LINESTRING(14.567134708976 50.00440641794763,14.56715749825004 50.00439779637894,14.56725269965701 50.004358418359345)"
128,D1_1,-,128,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.56725269965701 50.004358418359345,14.567370140166766 50.00430984141498)"
129,D1_1,-,129,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.567370140166766 50.00430984141498,14.567487580440256 50.00426126435072)"
130,D1_1,-,130,0,35547,4599,6925,178,-0.7307707918594701,11.0,11.0,3,3,"LINESTRING(14.567487580440256 50.00426126435072,14.567508386679721 50.00425265819999,14.567605970116322 50.0042136573338)"
131,D1_1,-,131,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.567605970116322 50.0042136573338,14.567724564026017 50.00416625908153)"
132,D1_1,-,132,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.567724564026017 50.00416625908153,14.56784315770295 50.00411886070706)"
133,D1_1,-,133,0,35547,4599,6925,178,0.18862094120732564,11.0,11.0,3,3,"LINESTRING(14.56784315770295 50.00411886070706,14.567946512946293 50.00407755250691,14.567961504054937 50.00407121258728)"
134,D1_1,-,134,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.567961504054937 50.00407121258728,14.56807817423505 50.00402187124531)"
135,D1_1,-,135,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.56807817423505 50.00402187124531,14.568194844176732 50.003972529784974)"
136,D1_1,-,136,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.568194844176732 50.003972529784974,14.568311513879985 50.0039231882063)"
137,D1_1,-,137,0,35547,4599,6925,178,0.0,11.0,11.0,3,3,"LINESTRING(14.568311513879985 50.0039231882063,14.568428183344807 50.003873846509265)"
